pr_id,title,html_url,repo,agent,status,topic_id,topic_name,aidev_task_type,outcome,outcome_reason,optimization_layer,perf_focus,inefficiency_antipattern,evidence_type,detection_method,reproducibility,material_reproducibility,regression_handling,boundary_tag,boundary_type,topic_difficulty,blocking,confidence,primary_concern,review_comment_bucket,review_dimensions,performance_evidence_in_review,antipattern_addressed,antipattern_in_fix,changes,file_count,commit_count,additions,deletions,review_count,review_comment_count,pr_comment_count,comment_total,linked_issue_count,has_linked_issue,lifespan_hours,fast_merge,has_revert,body_has_repro_steps,body_has_benchmark_table,body_has_numeric_perf_claim,has_formal_review,has_review_or_comment_text,evidence_gap,regression_detail,reproducibility_notes,performance_claim,notes,merge_reason_group,close_reason_group
3125029980,Implement asynchronous API calls for file and message creation in environment.py,https://github.com/nearai/nearai/pull/1181,nearai/nearai,Copilot,merged,19,19_knowledge_deepseek_crew_cache,feat,merged,merged_after_review_fix,application_service,async_api_calls|concurrent_tool_execution|message_file_creation_latency,none,narrative|maintainer_manual_test,code_reading|load_test,partial,partial,fix_in_pr,technical_stack,technical_stack,medium,True,high,scope_limit_async_placement,correctness_or_bug,design_or_approach|correctness|perf_evidence,True,sequential_blocking_api_calls (prior behavior; not in taxonomy enum),none,959,1,6,546,413,3,0,2,2,1,True,30.161,False,False,True,True,True,True,True,manual_timing_only_no_benchmark_suite,"After CHANGES_REQUESTED, Copilot removed async from the flagged method in commit 374d133 and received APPROVED reviews before merge.",PR body gives illustrative latency math (5×200ms); post-fix comment cites ~8s down to 4-5s from manual testing but no formal benchmark artifact.,Concurrent async API calls for message/file creation reduce end-to-end latency versus sequential synchronous calls.,"Copilot added async API infra; arktoswb CHANGES_REQUESTED removing async from completions_and_run_tools(); after fix, maintainer reported ~8s to 4-5s and PR merged.",after_review_iteration,other
3125710825,feat: update parts channel capacity from 1000 to 2500,https://github.com/celestiaorg/celestia-core/pull/1936,celestiaorg/celestia-core,Copilot,merged,,23,feat,merged,merged_after_review_fix,application_service,channel_capacity|block_prevention|large_block_handling,none,narrative,code_reading,insufficient,insufficient,fix_in_pr,technical_stack,technical_stack,low,False,high,scope_too_large,scope_too_large,scope|design_or_approach,False,none,none,526,91,7,330,196,3,0,1,1,1,True,114.99,False,False,False,False,False,True,True,narrative_only_no_benchmark,"Agent reverted extraneous test file changes in a follow-up commit, limiting the capacity change to the three specified files.",No benchmark or performance measurement provided; only narrative claim about blocking prevention for 128MB blocks.,"Increasing parts channel capacity to 2500 prevents blocking during large block processing, simplifying consensus flow and improving performance.",Copilot increased channel capacity from 1000 to 2500; rach-id COMMENTED to limit changes to three files; Copilot reverted test files; later two APPROVED and merged.,after_review_iteration,other
3125799000,test: box rebuild performance test,https://github.com/btwld/mix/pull/628,btwld/mix,OpenAI_Codex,closed,,1,test,closed,closed_test_execution_failure,frontend_ui,widget_rebuild_performance|benchmark_test,none,benchmark,unknown,insufficient,insufficient,reject_close,technical_stack,technical_stack,low,False,medium,test_execution_failure,no_review_text,,False,none,none,23,1,1,23,0,0,0,1,1,0,False,0.1167,False,False,False,False,False,False,True,test_not_executable,PR closed by user without merge; no further action.,The test command 'flutter test ...' fails because 'flutter' is not found; no reproducible benchmark results.,"Adding a benchmark for Box rebuild performance, but no numeric claim provided.","OpenAI_Codex added a Flutter benchmark test, but the test could not be executed (flutter not found); the PR was closed by the user within 7 minutes.",other,other
3125825544,Fix buffer mismatch check,https://github.com/etchdroid/etchdroid/pull/293,etchdroid/etchdroid,OpenAI_Codex,merged,,4,fix,merged,merged_small_scope_low_risk,io_buffering,buffer_copy_avoidance|read_optimization,unnecessary_buffer_copies,narrative,code_reading,insufficient,insufficient,not_applicable,technical_stack,technical_stack,low,False,medium,none,no_review_text,,False,unnecessary_buffer_copies,none,7,1,1,6,1,0,0,0,0,0,False,0.363,True,False,False,False,False,False,False,narrative_only_no_benchmark,No regression or review issues encountered.,No benchmark or before/after timing data; narrative claim only.,"Buffer copy avoidance when read count equals buffer size, optimizing verifyImage.",Single-commit buffer copy optimization merged by author without review; no performance evidence.,small_scope_low_risk,scope_too_large
3125906822,Add Turborepo configuration and scripts for improved monorepo management,https://github.com/getsentry/sentry-docs/pull/13951,getsentry/sentry-docs,Cursor,closed,,,build,closed,stale_no_review_engagement_and_questioned_scope,build,build_cache|parallel_task_execution|monorepo_management,none,narrative,code_reading,insufficient,insufficient,reject_close,technical_stack,technical_stack,medium,False,medium,scope_including_dependency_resolution_change,correctness_or_bug,correctness|scope,False,none,none,8666,10,13,4708,3958,1,1,2,3,0,False,,False,False,False,False,False,True,True,narrative_only_no_benchmark,PR closed without merge; no fix attempts after review.,No before/after build time measurements or benchmark; only narrative claims.,Turborepo caching and parallel execution will significantly improve build times for unchanged code.,Cursor added Turborepo config with substantial yarn.lock churn; maintainer questioned a dependency resolution change; PR closed without merge and no performance evidence.,without_formal_review,stale_or_inactivity
3125979396,Reduce LAN game timeout from 15 to 5 seconds for faster testing,https://github.com/octgn/OCTGN/pull/2245,octgn/OCTGN,Copilot,merged,-1,-1,fix,merged,merged_after_iterative_fix,application_service,lan_game_timeout_reduction|socket_reuse|port_binding_optimization,none,narrative|unit_test,code_reading,partial,partial,unknown,technical_stack,technical_stack,medium,False,high,root_cause_analysis_and_scope,design_or_approach,design_or_approach|correctness|scope,False,none,none,431,7,5,358,73,1,0,7,7,1,True,1.342,True,False,False,False,True,True,True,narrative_perf_claim_no_benchmark,"After merge, maintainer noted that unit tests in the PR did not compile due to missing namespace references. No follow-up commit observed in timeline.",Unit tests validate behavior but no performance benchmarks or profiler data; manual testing likely but not recorded.,Reduce waiting time from 15s to 5s for LAN games and later enable immediate port reuse to avoid connection errors.,Copilot shifted from timeout band-aid to socket reuse per maintainer direction; merged after iterative commits but post-merge test compilation issue noted.,after_review_iteration,other
3126110678,k8s(resources): tune workloads and add pedrobot db,https://github.com/theepicsaxguy/homelab/pull/829,theepicsaxguy/homelab,OpenAI_Codex,merged,16,16,feat,merged,merged_small_scope_low_risk,infrastructure,resource_request_tuning|capacity_planning|workload_configuration,none,narrative,unknown,insufficient,insufficient,not_applicable,technical_stack,technical_stack,low,False,high,missing_probes,correctness_or_bug,correctness|design_or_approach,False,none,none,1000,31,2,554,446,1,1,1,2,0,False,0.245,True,False,False,False,False,True,True,narrative_only_no_benchmark,No regressions detected; PR merged without revert or follow-up fixes.,No before/after performance benchmarks or load tests; only YAML validation via kustomize build commands is documented.,Resource request tuning improves CPU/memory allocation efficiency and the MongoDB addition supports pedrobot performance.,Small-scale resource tuning and MongoDB addition across many YAML files; merged within ~15 minutes with only a non-blocking bot suggestion about probes.,small_scope_low_risk,scope_too_large
3127179519,perf: remove --turbopack flag to improve compilation speed,https://github.com/different-ai/zero-finance/pull/146,different-ai/zero-finance,Devin,closed,,build_tooling_compile_speed,perf,closed,stale_inactivity_bot_close,build,compilation_speed|dev_tooling|turbopack_removal,none,narrative,unknown,insufficient,insufficient,reject_close,process,process,low,False,high,stale_inactivity,no_review_text,,False,none_identified_in_review,none,2,1,1,1,1,1,0,3,3,0,False,192.1158,False,False,False,False,True,True,True,narrative_only_no_benchmark,PR closed without merge; no fix or review cycle occurred.,"PR body includes target improvement numbers (15.1s to 5-7s) but no benchmark data, profiler output, or reproduction steps to verify the claim.",Removing --turbopack flag improves dev server compilation speed from 15.1s to 5-7s (50-70% improvement) on Mac M1 Pro.,Devin removed --turbopack flag claiming 50-70% compilation speed improvement; no human review or benchmark; auto-closed after 7 days inactivity.,other,stale_or_inactivity
3127291716,ci: skip expensive workflows on doc-only changes,https://github.com/rsyslog/rsyslog/pull/5670,rsyslog/rsyslog,OpenAI_Codex,merged,0,,ci,merged,merged_small_scope_low_risk,build,ci_workflow_skip|doc_only_changes,none,narrative,unknown,unknown,unknown,not_applicable,process,process,low,False,high,none,no_review_text,,False,none,none,28,6,1,28,0,0,0,1,1,0,False,12.85,True,False,False,False,False,False,True,narrative_only_ci_skip_no_timing_data,No regressions reported; known CI failure was dismissed as false positive.,No performance metrics or before/after CI duration data provided; the performance claim is narrative.,Skip expensive CI workflows for documentation-only PRs to reduce resource usage and CI queue times.,"Codex-authored CI skip filter with ~4-line YAML changes per workflow, self-merged by maintainer after noting known CI false positive.",small_scope_low_risk,scope_too_large
3127297110,Enable async stream handlers,https://github.com/mochilang/mochi/pull/154,mochilang/mochi,OpenAI_Codex,merged,,18,feat,merged,merged_small_scope_low_risk,application_service,async_stream_handlers|concurrent_event_processing|non_blocking_emit,sequential_blocking,narrative,unknown,unknown,unknown,not_applicable,technical_stack,technical_stack,medium,False,medium,no_review,no_review_text,,False,sequential_handler_execution_blocking_emit,none,57,1,1,46,11,0,0,0,0,0,False,0.0111,True,False,False,False,False,False,False,narrative_only_no_perf_data,No regressions or review issues were raised; PR merged without follow-up fixes.,"No before/after performance data, benchmark, or profiler output; only a narrative claim of non-blocking behavior in the PR body.","Async stream handlers prevent one slow handler from blocking the entire emit loop, improving concurrency and responsiveness.",OpenAI Codex replaced sequential handler loop with async Subscriber pattern; merged immediately without review or performance evidence.,small_scope_low_risk,scope_too_large
3127377495,👷 Enable Docker BuildKit caching,https://github.com/wei/socialify/pull/558,wei/socialify,OpenAI_Codex,merged,,,build,merged,merged_small_scope_low_risk,build,docker_build_cache|ci_build_speedup,none,narrative,unknown,insufficient,insufficient,not_applicable,technical_stack,technical_stack,low,False,high,none,no_review_text,,False,none,none,10,2,1,10,0,1,0,2,2,0,False,0.104,True,False,False,False,False,True,True,narrative_only_no_metric,No regression detected; PR merged without performance validation.,No benchmark or timing data; testing section reports unrelated unit test failure.,Enabling Docker BuildKit caching can accelerate CI builds.,Tiny CI caching config merged without human review; no performance measurement included.,small_scope_low_risk,scope_too_large
3127516559,Implement SDL caching in CI,https://github.com/joamag/boytacean/pull/17,joamag/boytacean,OpenAI_Codex,closed,,,ci,closed,self_closed_immediate,ci_cd,ci_caching|vcpkg_cache|build_acceleration,none,narrative,unknown,unknown,unknown,reject_close,process,process,low,False,medium,no_human_engagement,no_review_text,,False,none,none,26,1,1,18,8,1,0,1,1,0,False,0.0075,False,False,False,False,False,True,True,no_evidence_of_improvement,PR closed immediately by author without merge; no regression handling occurred.,No performance measurement described; the PR body only mentions `cargo test` and the caching change itself.,Caching vcpkg build outputs will speed up CI runs for the `build-sdl` job.,"OpenAI_Codex added CI caching via actions/cache; author closed PR 27 seconds later without merge, likely unintended or test.",other,closed_without_meaningful_review
3127630140,Compute point index map lazily,https://github.com/herbie-fp/herbie/pull/1253,herbie-fp/herbie,OpenAI_Codex,closed,,23,refactor,closed,performance_regression,application_control_flow,lazy_evaluation|invert_index|memory_usage_reduction,none,narrative,code_reading|load_test,insufficient,insufficient,reject_close,technical_stack,technical_stack,medium,True,high,performance_regression,performance_related_concern,perf_evidence|design_or_approach,True,none,none,44,1,1,19,25,0,0,2,2,0,False,41.63,False,False,False,False,False,False,True,maintainer_informal_testing_only,PR closed without merge; maintainer explicitly decided to junk Codex PRs that don't work out.,Maintainer's comment states observed runtime increase but provides no before/after numbers or measurement method.,"Avoid storing alt->point-idxs for memory savings; only needed in one place, so compute on demand.","Codex PR attempted lazy index computation; maintainer tested and found substantial runtime increase, then closed and junked the PR.",other,performance_regression_or_no_gain
3127976847,Release 2.0,https://github.com/phellipeandrade/rbac/pull/21,phellipeandrade/rbac,OpenAI_Codex,merged,2,2,feat,merged,merged_small_scope_low_risk,application_logic,glob_pattern_precomputation,none,narrative,unknown,insufficient,insufficient,not_applicable,process,process,low,False,medium,,no_review_text,,False,none,none,391,5,2,215,176,0,0,0,0,0,False,0.143,True,False,False,False,False,False,False,narrative_only_no_benchmark,,"No benchmark, profiler, or repro steps; only a narrative mention of glob precomputation.",Precomputing glob patterns improves permission-check performance.,OpenAI_Codex authored a release PR that includes precomputing glob patterns for performance; merged without review or performance evidence within 9 minutes.,small_scope_low_risk,scope_too_large
3128226642,feat(root): migrate from ESLint and Prettier to Biome,https://github.com/novuhq/novu/pull/8473,novuhq/novu,Devin,closed,,7,feat,closed,closed_by_bot_inactivity_due_to_bugs,build,lint_toolchain_migration|faster_formatting|reduced_dependencies|unified_toolchain,none,narrative,code_reading,insufficient,insufficient,reject_close,process,process,medium,False,medium,multiple_bugs_introduced,correctness_or_bug,correctness|ci_validation,False,none,none,12371,90,4,1975,10396,4,0,2,2,0,False,1.994,False,False,False,False,False,True,True,narrative_only_no_benchmark,PR closed by bot with no merge; bugs not fixed.,No benchmarks or before/after timing data; only narrative claims of speed improvement.,Biome provides faster linting/formatting and reduces dependency complexity compared to ESLint+Prettier.,Devin migration of monorepo to Biome introduced multiple bugs detected by cursor[bot]; PR closed by bot for inactivity without human review.,other,stale_or_inactivity
3128356528,fix: memory leak in createPattern,https://github.com/Brooooooklyn/canvas/pull/1067,Brooooooklyn/canvas,Cursor,merged,9,9,fix,merged,merged_self_merge,runtime_library,memory_leak|pattern_creation|arc_bitmap,memory_leak,narrative,unknown,unknown,unknown,not_applicable,technical_stack,technical_stack,medium,False,medium,none,no_review_text,,False,memory_leak,none,255,8,2,156,99,0,0,0,0,1,True,1.17,True,False,False,False,False,False,False,narrative_only_no_data,No regressions identified; PR merged directly.,No reproduction steps or benchmark provided; PR body minimal.,Fix memory leak in createPattern by using Arc for bitmap ownership.,Cursor fixed pattern memory leak via Arc; maintainer patched with Claude Code and merged immediately with no review.,without_formal_review,other
3128413591,Introduce ahead of time bundling for HTML imports with `bun build`,https://github.com/oven-sh/bun/pull/20265,oven-sh/bun,Cursor,merged,,24,feat,merged,merged_after_review_fix,build,aot_bundling|html_import_manifest|build_optimization,none,narrative|unit_test,code_reading|ci_auto,partial,partial,fix_in_pr,technical_stack,technical_stack,medium,True,high,memory_leak_and_ai_generated_documentation_quality,code_quality,correctness|code_quality|documentation|design_or_approach,False,none,none,3237,56,8,2890,347,7,8,2,10,1,True,61.625,False,False,False,False,False,True,True,narrative_only_no_benchmark,"Memory leak fixed via 'defer deinit' commit, test failures addressed by adjusting test expectations and adding 'with { type: ""html"" }' attribute. AI‑generated documentation deleted after criticism.",No performance evaluation or profiling; only functional tests to verify manifest generation.,Ahead‑of‑time bundling for HTML imports to improve full‑stack app performance.,"Cursor implemented HTML import manifest with AOT bundling; reviews caught AI‑generated doc slop, memory leak, and test failures; merged after fixes with tests but no benchmark.",after_review_iteration,other
3128534413,Implement Salsa-based incremental compilation,https://github.com/steveklabnik/rue/pull/7,steveklabnik/rue,Claude_Code,merged,,25,feat,merged,merged_small_scope_low_risk,build,incremental_compilation|salsa_query_caching|parse_cache,none,narrative|unit_test,code_reading,partial,partial,not_applicable,technical_stack,technical_stack,medium,False,medium,none,no_review_text,,False,none,none,145,3,1,143,2,0,0,0,0,0,False,0.344,True,False,False,False,False,False,False,narrative_perf_claim_without_benchmark,No regression reported; PR merged after tests passed.,Tests verify incremental caching (same result on unchanged input) but no before/after timing data or benchmark.,Incremental compilation using Salsa for fast recompilation and caching.,Claude Code added Salsa incremental parsing infrastructure with tests; self-merged by maintainer without external review.,small_scope_low_risk,scope_too_large
3128593850,Optimize inherited role checks,https://github.com/phellipeandrade/rbac/pull/42,phellipeandrade/rbac,OpenAI_Codex,merged,2,2,perf,merged,merged_small_scope_low_risk,application_service,precomputed_permission_cache|inherited_role_lookup|merge_map_rebuild,none,narrative,unknown,insufficient,insufficient,not_applicable,process,process,low,False,low,none,no_review_text,,False,none,none,167,4,1,123,44,0,0,0,0,0,False,0.158,True,False,False,False,False,False,False,narrative_only_no_benchmark_numbers,No regression concerns; merged without review.,PR mentions 'refresh benchmark data' but provides no before/after measurements; npm run bench steps are given but no results shared.,Precomputing merged permissions per role improves lookup performance for inherited roles.,Single-commit merge with no review; Codex precomputed role permissions and added tests/benchmark refresh; no performance numbers in PR body.,small_scope_low_risk,scope_too_large
3128644658,Optimize role flattening,https://github.com/phellipeandrade/rbac/pull/43,phellipeandrade/rbac,OpenAI_Codex,merged,2,2,perf,merged,merged_no_review,application_library,role_flattening|array_allocation_reduction|permission_map_precomputation,none,narrative,unknown,unknown,unknown,not_applicable,process,process,medium,False,low,none,no_review_text,,False,none,none,312,5,1,200,112,0,0,0,0,0,False,18.219,False,False,False,False,False,False,False,narrative_only_no_benchmark_data,No regressions or review issues detected.,"PR body mentions updating benchmark numbers and provides `npm run bench` instructions, but no before/after data or benchmark output is included.","Reduce array allocations, precompute permission maps and glob lists in a single pass, and refactor lookup paths for better performance.",OpenAI_Codex perf PR merged with no review or performance evidence; only narrative claim and benchmark mention without data.,without_formal_review,closed_without_meaningful_review
3128735694,Skip async runtime when no streams,https://github.com/mochilang/mochi/pull/206,mochilang/mochi,OpenAI_Codex,merged,18,18,feat,merged,merged_small_scope_low_risk,compiler_backend,skip_async_runtime|compiler_optimization|stream_usage_detection,none,narrative,ci_auto,partial,partial,not_applicable,technical_stack,technical_stack,medium,False,high,none,no_review_text,,False,none,none,639,46,1,204,435,0,0,0,0,0,False,0.042,True,False,False,False,False,False,False,narrative_perf_claim_no_benchmark,No regressions reported; change passed test suite and merged without incident.,"No benchmark or profiling artifacts; correctness verified by existing test suite and golden output updates, but no performance gain measurement.",Skipping async runtime when no streams reduces overhead in generated code.,Single-commit optimization to skip async runtime in generated code when no streams used; test golden outputs update; merged within minutes with no review.,small_scope_low_risk,scope_too_large
3128738345,Improve Go string indexing,https://github.com/mochilang/mochi/pull/207,mochilang/mochi,OpenAI_Codex,merged,,14,perf,merged,merged_small_scope_low_risk,compiler_codegen,string_index_specialization|compiler_codegen_optimization,none,narrative,unknown,insufficient,insufficient,not_applicable,technical_stack,technical_stack,medium,False,low,,no_review_text,,False,none,none,128,2,1,33,95,0,0,0,0,0,False,0.013333333333333334,True,False,False,False,False,False,False,narrative_only_no_benchmark,No regression occurred.,No benchmark or performance evidence; only test suite pass mentioned but no timing data.,Specializing Go string indexing may reduce code size and improve runtime performance by avoiding generic dispatch.,OpenAI_Codex PR merged without review; specialized string index in Go compiler with golden output update.,small_scope_low_risk,scope_too_large
3128833247,Improve compiler string slicing,https://github.com/mochilang/mochi/pull/209,mochilang/mochi,OpenAI_Codex,closed,,14,feat,closed,self_closed_no_explanation,compiler,string_slicing_optimization|compiler_codegen_specialization|type_selection_lowering,none,narrative,unknown,insufficient,insufficient,unknown,technical_stack,technical_stack,medium,False,medium,unknown,no_review_text,,False,none,none,274,8,1,245,29,0,0,0,0,0,False,0.212,False,False,False,False,False,False,False,no_performance_evidence,"No review, so no feedback on correctness.",No benchmarks or profiler data; only compilation tests added.,"Specialized string slicing helpers for each compiler backend (Go, Python, TypeScript) should improve performance over generic slicing code.",Single-commit compiler string slicing specialization closed by author ~12 min after creation with no review or comments; lacks benchmarks.,other,closed_without_meaningful_review
3128851898,Implement simple compile-time folding for pure calls,https://github.com/mochilang/mochi/pull/211,mochilang/mochi,OpenAI_Codex,merged,10,10,feat,merged,merged_small_scope_low_risk,compiler_optimization,compile_time_constant_folding|pure_function_optimization,none,narrative,unknown,insufficient,insufficient,not_applicable,technical_stack,technical_stack,medium,False,low,no_review_available,no_review_text,,False,none,none,222,7,1,219,3,0,0,0,0,0,False,0.0114,True,False,False,False,False,False,False,narrative_only_no_benchmark_or_review,No regressions were reported or reviewed.,"Only `go test ./...` mentioned; no benchmark, profiling, or numeric speedup claims included.","Fold pure calls with literal arguments at compile-time, reducing runtime overhead in Go, Python, and TypeScript compilation.",OpenAI_Codex implemented compile-time folding of pure calls across three backends; merged by maintainer within 1 minute with no review or performance evidence.,small_scope_low_risk,scope_too_large
3128864357,Improve interpreter const-eval,https://github.com/mochilang/mochi/pull/213,mochilang/mochi,OpenAI_Codex,closed,10,10,feat,closed,unknown_closed_without_explanation,interpreter_runtime,const_eval|pure_function_optimization|interpreter_performance,none,narrative,unknown,insufficient,insufficient,unknown,process,process,medium,False,low,none,no_review_text,,False,none,none,31,2,1,22,9,0,0,0,0,0,False,0.298,False,False,False,False,False,False,False,narrative_only_no_review,PR closed without review; no regression feedback.,"No benchmark, profiler, or reproduction steps provided; only a reference to `go test`.",Const-evaluate pure function calls in the interpreter to improve performance.,Small-scope interpreter const-eval optimization; PR closed immediately without review or explanation.,other,other
3128867544,Add memoization for pure functions,https://github.com/mochilang/mochi/pull/214,mochilang/mochi,OpenAI_Codex,merged,10,10,perf,merged,merged_no_review_self_merge,runtime_library,memoization|pure_function_caching|interpreter_optimization,none,narrative,unknown,insufficient,insufficient,not_applicable,process,process,low,False,medium,,no_review_text,,False,none,none,57,1,1,44,13,0,0,0,0,0,False,0.0111,True,False,False,False,False,False,False,narrative_only_no_benchmark,No regression handling as merge was immediate and no review occurred.,"No performance evidence, benchmark, or reproduction steps provided.",Memoize pure function calls to avoid re‑execution.,Codex memoization PR self-merged instantly by tamnd with no review or benchmark; small 57-line change in interpreter.,without_formal_review,closed_without_meaningful_review
3128873567,Improve Go compiler call folding,https://github.com/mochilang/mochi/pull/215,mochilang/mochi,OpenAI_Codex,merged,10,10,perf,merged,merged_small_scope_low_risk,compiler_backend,memoization|pure_call_folding|compiler_optimization,none,narrative,unknown,insufficient,insufficient,not_applicable,technical_stack,technical_stack,low,False,medium,,no_review_text,,False,none,none,62,1,1,61,1,0,0,0,0,0,False,0.0114,True,False,False,False,False,False,False,narrative_only_no_benchmark,No issues raised; PR merged without corrections.,"No benchmark, profiling, or before/after evidence provided; only a narrative description.",Add memoization for EvalPureCall to avoid repeated interpreter calls.,Single-commit memoization addition merged in <1 minute with no review; claimed performance improvement inferable from change but no benchmark.,small_scope_low_risk,scope_too_large
3128896513,Fix GitHub API rate limiting in chess workflow by replacing API calls with local file storage,https://github.com/timburgan/timburgan/pull/38838,timburgan/timburgan,Copilot,merged,,6,fix,merged,merged_small_scope_low_risk,workflow_orchestration,api_rate_limit_fix|local_file_store|workflow_optimization,repeated_io,narrative,code_reading,insufficient,insufficient,not_applicable,technical_stack,technical_stack,low,False,high,perf_evidence_validation,design_or_approach,correctness|perf_evidence|design_or_approach,False,repeated_api_calls_leading_to_rate_limit (excessive API I/O),none,186,4,3,126,60,0,0,3,3,1,True,0.606,True,False,False,True,True,False,True,narrative_only_no_benchmark,No regression occurred; merged without issues.,No benchmark data or test reports provided; Copilot claimed thorough testing but only verbal.,"Eliminate GitHub API rate limiting by using local file I/O, resulting in instant operations versus slow API calls.",Copilot replaced API calls with local files to fix rate limiting; maintainer questioned testing but merged after Copilot's detailed response; no formal review or benchmark.,small_scope_low_risk,scope_too_large
3128898273,Improve argsKey for memoization,https://github.com/mochilang/mochi/pull/217,mochilang/mochi,OpenAI_Codex,merged,10,10,perf,merged,merged_small_scope_low_risk,application_service,memoization_key_generation|json_serialization_elimination|benchmark_update,none,narrative|benchmark,unknown,partial,partial,not_applicable,process,process,low,False,medium,none,no_review_text,,False,none,none,185,2,1,121,64,0,0,0,0,0,False,0.056,True,False,False,False,False,False,False,benchmark_output_only_no_explicit_comparison,No regression or review issues; merged without incident.,"BENCHMARK.md shows updated benchmark numbers, but no before/after comparison presented in PR body; the change itself is straightforward enough to infer performance improvement.","Avoid JSON serialization in memoization key generation to improve performance, as indicated by updated benchmark outputs.","OpenAI_Codex replaced JSON-based key with string-based method; PR merged self by author without review, with benchmark outputs in BENCHMARK.md as implicit evidence.",small_scope_low_risk,scope_too_large
3128916725,Add optional memoization in interpreter,https://github.com/mochilang/mochi/pull/219,mochilang/mochi,OpenAI_Codex,merged,0,0_cache_memoization,feat,merged,merged_small_scope_low_risk,interpreter_runtime,memoization|caching_pure_functions|optional_optimization,none,narrative,unknown,insufficient,insufficient,not_applicable,technical_stack,technical_stack,low,False,high,no_review_provided,no_review_text,,False,none,none,36,2,1,28,8,0,0,0,0,0,False,0.038,True,False,False,False,False,False,False,narrative_only_no_benchmark,No regression or review issues occurred.,PR body lists benchmark commands (`go run ./cmd/mochi-bench`) but provides no before/after numbers.,Adding optional memoization of pure functions to improve interpreter performance.,OpenAI_Codex added optional memoization flag; no reviews or benchmarks; merged in ~2 min by the same user who authored the commit; small change.,small_scope_low_risk,scope_too_large
3128943107,Add golden test for Go constant folding,https://github.com/mochilang/mochi/pull/221,mochilang/mochi,OpenAI_Codex,closed,10,10,feat,closed,closed_by_author_no_merge,build,constant_folding|compiler_optimization|pure_call_folding,none,narrative,unknown,unknown,unknown,not_applicable,process,process,medium,False,low,no_review,no_review_text,,False,none,none,129,6,1,128,1,0,0,0,0,0,False,0.816,False,False,False,False,False,False,False,narrative_only_no_review,PR closed without merge; no regression cycle observed.,No reproduction steps or runtime measurements provided; only the golden test files serve as expected output for the constant folding.,Enable constant folding for let-bound literals in the Go compiler backend to reduce runtime overhead.,"Single-commit compiler optimization golden test; no reviews or performance evidence, closed by author shortly after creation without merge.",other,other
3128960984,Enable AOT folding in interpreter,https://github.com/mochilang/mochi/pull/222,mochilang/mochi,OpenAI_Codex,merged,,10,feat,merged,self_merge_small_scope_low_risk,runtime_library,aot_constant_folding|interpreter_optimization|compile_time_evaluation,none,narrative,unknown,unknown,unknown,not_applicable,process,process,medium,False,medium,none,no_review_text,,False,none,none,213,12,1,192,21,0,0,0,0,0,False,0.0211,True,False,False,False,False,False,False,narrative_only_no_evidence,No regressions were reported or discussed.,No performance data or benchmark numbers provided; body only mentions using the flag in benchmarks.,Ahead‑of‑time constant folding reduces runtime interpretation overhead by evaluating pure calls at compile time.,"Single-commit self-merge by author; no review text, no performance evidence; topic inferred as interpreter optimization.",small_scope_low_risk,scope_too_large
3128988850,Apply fold let logic to interpreter,https://github.com/mochilang/mochi/pull/224,mochilang/mochi,OpenAI_Codex,merged,,10,feat,merged,merged_self_merge_no_review,interpreter_runtime,constant_folding|let_binding_optimization,none,narrative,unknown,insufficient,insufficient,ignore,technical_stack,technical_stack,medium,False,medium,unknown,no_review_text,,False,none,none,50,1,1,49,1,0,0,0,0,0,False,0.158,True,False,False,False,False,False,False,no_perf_data_known_test_failure,The golden test mismatch was noted in the PR body but not addressed; the PR was merged despite this known inconsistency.,"No benchmark, profiling, or reproducible performance measurements. A pre-merge test failure (golden mismatch in compile/go) was documented but did not prevent merge.","Fold let-bound constants in the interpreter to enable constant folding of pure calls, improving runtime performance by reducing redundant evaluation.",Self-merged 50-line interpreter folding change with known golden test mismatch but no review or benchmark.,without_formal_review,closed_without_meaningful_review
3129029549,Draw down `Wrapper` components and migrate from `styled-components` to SCSS modules,https://github.com/polkadot-cloud/polkadot-staking-dashboard/pull/2799,polkadot-cloud/polkadot-staking-dashboard,Copilot,closed,,24,feat,closed,stale_no_review_engagement,frontend_ui,css_modules_migration|bundle_size_reduction|styled_components_replacement,none,narrative,ci_auto,insufficient,insufficient,reject_close,process,process,medium,False,medium,lint_formatting,ci_validation,ci_validation,False,none,none,30226,168,9,9934,3306,0,0,2,2,1,True,124.15,False,False,False,False,False,False,True,narrative_only_no_review,"After the lint fix, no further review occurred; the maintainer closed the PR without comment after approximately 5 days.",PR body lists migration patterns and benefits but includes no benchmarks or before/after measurements.,Improved bundle size and performance by eliminating styled-components overhead for 19 components.,Copilot migrated 19 components; only maintainer interaction was a lint fix request; closed without merge after ~5 days with zero formal reviews.,without_formal_review,stale_or_inactivity
